Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address
156724,Flatscreen TV,9,4000000,09/23/23 15:34,"H. Agus Salim St, Jakarta, DKI Jakarta 02215"
156725,Bose SoundSport Headphones,2,1500000,09/19/23 14:57,"Ir. H. Juanda St, Bandung, Jawa Barat 94016"
156726,Wired Headphones,9,150000,09/10/23 19:25,"M. H. Thamrin St, Surabaya, Jawa Timur 97035"
156727,Macbook Pro Laptop,8,26000000,09/08/23 19:13,"Asia Tenggara St, Bandung, Jawa Barat 94016"
156728,AAA Batteries (4-pack),4,32000,09/09/23 14:41,"Hayam Wuruk St, Bandung, Jawa Barat 94016"
156729,USB-C Charging Cable,7,20000,09/11/23 17:08,"Jend. Sudirman St, Tangerang, Banten 10001"
156730,Lightning Charging Cable,4,30000,09/22/23 06:31,"Soekarno Hatta St, Surabaya, Jawa Timur 97035"
156731,Apple Airpods Headphones,3,2500000,09/13/23 00:26,"H. Agus Salim St, Bandung, Jawa Barat 94016"
156732,AAA Batteries (4-pack),10,32000,09/04/23 14:46,"Jend. Sudirman St, Bandung, Jawa Barat 94016"
156733,AAA Batteries (4-pack),3,32000,09/03/23 11:31,"Kebon Sirih St, Bandung, Jawa Barat 94016"
156734,27in 4K Gaming Monitor,8,6400000,09/08/23 20:42,"Jend. Ahmad Yani St, Depok, Jawa Barat 73301"
156735,Apple Airpods Headphones,4,2500000,09/24/23 18:55,"Jend. Sudirman St, Bandung, Jawa Barat 94016"
156736,Bose SoundSport Headphones,4,1500000,09/06/23 16:30,"Jend. Sudirman St, Bandung, Jawa Barat 94016"
156737,Wired Headphones,6,150000,09/19/23 13:38,"Panglima Polin St, Semarang, Jawa Tengah 98101"
156738,Apple Airpods Headphones,10,2500000,09/21/23 20:07,"Ir. H. Juanda St, Cirebon, Jawa Barat 90001"
156739,AA Batteries (4-pack),5,40000,09/24/23 18:43,"Panglima Polin St, Bandung, Jawa Barat 94016"
156740,Wired Headphones,2,150000,09/14/23 16:44,"Veteran St, Bandung, Jawa Barat 94016"
156741,Apple Airpods Headphones,4,2500000,09/11/23 23:38,"Pahlawan St, Bandung, Jawa Barat 94016"
156742,Google Pixel,1,15000000,09/22/23 23:21,"Panglima Polin St, Surabaya, Jawa Timur 97035"
156743,USB-C Charging Cable,4,20000,09/07/23 21:17,"Pangeran Diponegoro St, Bandung, Jawa Barat 94016"
156744,Bose SoundSport Headphones,7,1500000,09/02/23 23:31,"Jend. Ahmad Yani St, Bandung, Jawa Barat 94016"
156745,LG Dryer,1,9000000,09/02/23 09:40,"Pangeran Diponegoro St, Tangerang, Banten 10001"
156746,Apple Airpods Headphones,8,2500000,09/24/23 11:14,"Asia Tenggara St, Cirebon, Jawa Barat 90001"
156747,Wired Headphones,8,150000,09/30/23 17:03,"Pangeran Diponegoro St, Bandung, Jawa Barat 94016"
156748,AA Batteries (4-pack),3,40000,09/04/23 14:33,"Gatot Subroto St, Tangerang, Banten 10001"
156749,iPhone,5,18000000,09/10/23 13:33,"Gatot Subroto St, Tangerang, Banten 10001"
156750,iPhone,4,18000000,09/18/23 08:16,"Hayam Wuruk St, Tangerang, Banten 10001"
156751,34in Ultrawide Monitor,5,6000000,09/30/23 11:13,"Asia Afrika St, Cirebon, Jawa Barat 90001"
156752,Bose SoundSport Headphones,3,1500000,09/27/23 13:21,"Kebon Sirih St, Yogyakarta, DIY Yogyakarta 04101"
156753,AAA Batteries (4-pack),1,32000,09/26/23 18:44,"Kebon Sirih St, Tangerang, Banten 10001"
156754,27in FHD Monitor,4,3000000,09/07/23 20:33,"Asia Tenggara St, Tangerang, Banten 10001"
156755,USB-C Charging Cable,5,20000,09/20/23 10:01,"Asia Tenggara St, Tangerang, Banten 10001"
156756,34in Ultrawide Monitor,8,6000000,09/10/23 09:51,"Pangeran Diponegoro St, Cirebon, Jawa Barat 90001"
156757,AAA Batteries (4-pack),7,32000,09/04/23 14:01,"Gatot Subroto St, Bandung, Jawa Barat 94016"
156758,AAA Batteries (4-pack),9,32000,09/03/23 20:42,"Jend. Sudirman St, Semarang, Jawa Tengah 98101"
156759,Lightning Charging Cable,5,30000,09/10/23 14:52,"Pangeran Diponegoro St, Cirebon, Jawa Barat 90001"
156760,Lightning Charging Cable,8,30000,09/16/23 10:55,"Gatot Subroto St, Depok, Jawa Barat 73301"
156761,Wired Headphones,4,150000,09/26/23 23:34,"Kebon Sirih St, Tangerang, Banten 10001"
156762,USB-C Charging Cable,6,20000,09/30/23 11:57,"Imam Bonjol St, Semarang, Jawa Tengah 98101"
156763,Apple Airpods Headphones,10,2500000,09/09/23 14:31,"Jend. Ahmad Yani St, Bandung, Jawa Barat 94016"
156764,27in 4K Gaming Monitor,3,6400000,09/24/23 19:23,"Gatot Subroto St, Bekasi, Jawa Barat 30301"
156765,27in 4K Gaming Monitor,10,6400000,09/26/23 14:08,"Kebon Sirih St, Semarang, Jawa Tengah 98101"
156766,ThinkPad Laptop,1,15000000,09/03/23 10:21,"Kebon Sirih St, Cirebon, Jawa Barat 90001"
156767,Xiaomi Phone,5,8000000,09/07/23 20:33,"M. H. Thamrin St, Cirebon, Jawa Barat 90001"
156768,34in Ultrawide Monitor,2,6000000,09/27/23 22:32,"H. Agus Salim St, Bogor, Jawa Barat 75001"
156769,ThinkPad Laptop,9,15000000,09/14/23 12:42,"Ir. H. Juanda St, Semarang, Jawa Tengah 98101"
156770,AAA Batteries (4-pack),1,32000,09/12/23 12:50,"Dewi Sartika St, Cirebon, Jawa Barat 90001"
156771,AA Batteries (4-pack),2,40000,09/28/23 12:23,"Pahlawan St, Cirebon, Jawa Barat 90001"
156772,AA Batteries (4-pack),9,40000,09/02/23 11:28,"Dewi Sartika St, Bandung, Jawa Barat 94016"
156773,iPhone,5,18000000,09/06/23 17:45,"Gatot Subroto St, Bandung, Jawa Barat 94016"
156774,USB-C Charging Cable,3,20000,09/03/23 18:04,"Pangeran Diponegoro St, Bandung, Jawa Barat 94016"
156775,AAA Batteries (4-pack),8,32000,09/05/23 16:41,"Gajah Mada St, Surabaya, Jawa Timur 97035"
156776,Xiaomi Phone,9,8000000,09/19/23 13:03,"Pangeran Diponegoro St, Cirebon, Jawa Barat 90001"
156777,Wired Headphones,9,150000,09/29/23 09:08,"M. H. Thamrin St, Jakarta, DKI Jakarta 02215"
156778,AAA Batteries (4-pack),7,32000,09/21/23 14:02,"Soekarno Hatta St, Bandung, Jawa Barat 94016"
156779,AAA Batteries (4-pack),4,32000,09/06/23 18:01,"Jend. Sudirman St, Depok, Jawa Barat 73301"
156780,34in Ultrawide Monitor,9,6000000,09/10/23 17:20,"Pemuda St, Bekasi, Jawa Barat 30301"
156780,27in 4K Gaming Monitor,6,6400000,09/10/23 17:20,"Pemuda St, Bekasi, Jawa Barat 30301"
156781,AAA Batteries (4-pack),9,32000,09/27/23 09:21,"Gajah Mada St, Bandung, Jawa Barat 94016"
156782,Bose SoundSport Headphones,5,1500000,09/17/23 17:45,"Imam Bonjol St, Bandung, Jawa Barat 94016"
156783,iPhone,1,18000000,09/09/23 18:17,"Soekarno Hatta St, Jakarta, DKI Jakarta 02215"
156784,Wired Headphones,4,150000,09/26/23 12:54,"Gatot Subroto St, Semarang, Jawa Tengah 98101"
156785,USB-C Charging Cable,8,20000,09/25/23 23:35,"Raden Ajeng Kartini St, Bandung, Jawa Barat 94016"
156786,Wired Headphones,7,150000,09/28/23 23:38,"Imam Bonjol St, Semarang, Jawa Tengah 98101"
,,,,,
156787,27in 4K Gaming Monitor,9,6400000,09/13/23 18:57,"Gatot Subroto St, Depok, Jawa Barat 73301"
156788,Google Pixel,10,15000000,09/10/23 09:36,"Raden Ajeng Kartini St, Bekasi, Jawa Barat 30301"
156789,27in 4K Gaming Monitor,4,6400000,09/11/23 09:19,"Ir. H. Juanda St, Cirebon, Jawa Barat 90001"
156790,USB-C Charging Cable,6,20000,09/04/23 14:53,"Panglima Polin St, Semarang, Jawa Tengah 98101"
156791,USB-C Charging Cable,8,20000,09/28/23 17:15,"Jend. Ahmad Yani St, Bogor, Jawa Barat 75001"
156792,Lightning Charging Cable,5,30000,09/29/23 11:31,"Raden Ajeng Kartini St, Bekasi, Jawa Barat 30301"
156793,iPhone,8,18000000,09/09/23 11:37,"Panglima Polin St, Depok, Jawa Barat 73301"
156793,Lightning Charging Cable,2,30000,09/09/23 11:37,"Panglima Polin St, Depok, Jawa Barat 73301"
156793,Wired Headphones,9,150000,09/09/23 11:37,"Panglima Polin St, Depok, Jawa Barat 73301"
156794,27in 4K Gaming Monitor,1,6400000,09/07/23 08:32,"Hayam Wuruk St, Jakarta, DKI Jakarta 02215"
156795,AAA Batteries (4-pack),8,32000,09/08/23 13:52,"Pemuda St, Bandung, Jawa Barat 94016"
156796,USB-C Charging Cable,8,20000,09/27/23 18:20,"Jend. Ahmad Yani St, Bandung, Jawa Barat 94016"
156797,Apple Airpods Headphones,6,2500000,09/12/23 12:05,"Dewi Sartika St, Depok, Jawa Barat 73301"
156798,AAA Batteries (4-pack),7,32000,09/21/23 12:52,"Hayam Wuruk St, Cirebon, Jawa Barat 90001"
156799,Google Pixel,4,15000000,09/18/23 11:53,"Pangeran Diponegoro St, Depok, Jawa Barat 73301"
156800,USB-C Charging Cable,2,20000,09/08/23 17:00,"M. H. Thamrin St, Jakarta, DKI Jakarta 02215"
156801,27in 4K Gaming Monitor,9,6400000,09/22/23 04:53,"Gajah Mada St, Bandung, Jawa Barat 94016"
156802,Bose SoundSport Headphones,9,1500000,09/06/23 12:05,"Asia Afrika St, Depok, Jawa Barat 73301"
156803,27in 4K Gaming Monitor,2,6400000,09/25/23 12:29,"Asia Tenggara St, Bandung, Jawa Barat 94016"
156804,USB-C Charging Cable,10,20000,09/24/23 21:35,"Jend. Ahmad Yani St, Cirebon, Jawa Barat 90001"
156805,27in FHD Monitor,7,3000000,09/28/23 18:23,"Pangeran Diponegoro St, Cirebon, Jawa Barat 90001"
156806,ThinkPad Laptop,1,15000000,09/15/23 01:38,"M. H. Thamrin St, Depok, Jawa Barat 73301"
156807,ThinkPad Laptop,3,15000000,09/10/23 12:02,"M. H. Thamrin St, Cirebon, Jawa Barat 90001"
156808,Lightning Charging Cable,6,30000,09/17/23 13:42,"Imam Bonjol St, Cirebon, Jawa Barat 90001"
156809,Flatscreen TV,2,4000000,09/08/23 15:23,"M. H. Thamrin St, Bandung, Jawa Barat 94016"
156810,Bose SoundSport Headphones,3,1500000,09/29/23 19:47,"Merdeka St, Bandung, Jawa Barat 94016"
156811,Bose SoundSport Headphones,3,1500000,09/02/23 17:21,"Kebon Sirih St, Jakarta, DKI Jakarta 02215"
156812,Wired Headphones,8,150000,09/06/23 00:57,"Asia Tenggara St, Bandung, Jawa Barat 94016"
156813,Lightning Charging Cable,2,30000,09/17/23 09:06,"Soekarno Hatta St, Tangerang, Banten 10001"
156814,AAA Batteries (4-pack),9,32000,09/17/23 10:09,"Ir. H. Juanda St, Bekasi, Jawa Barat 30301"
156815,Bose SoundSport Headphones,4,1500000,09/24/23 21:03,"Pemuda St, Bekasi, Jawa Barat 30301"
156816,AAA Batteries (4-pack),6,32000,09/04/23 20:28,"Ir. H. Juanda St, Tangerang, Banten 10001"
156817,Lightning Charging Cable,7,30000,09/02/23 18:34,"Ir. H. Juanda St, Jakarta, DKI Jakarta 02215"
156818,USB-C Charging Cable,3,20000,09/01/23 12:50,"M. H. Thamrin St, Bogor, Jawa Barat 75001"
156819,Xiaomi Phone,5,8000000,09/02/23 16:47,"Jend. Sudirman St, Bogor, Jawa Barat 75001"
156820,Macbook Pro Laptop,5,26000000,09/06/23 05:26,"Jend. Ahmad Yani St, Bandung, Jawa Barat 94016"
156821,Bose SoundSport Headphones,7,1500000,09/25/23 13:18,"Hayam Wuruk St, Bandung, Jawa Barat 94016"
156822,34in Ultrawide Monitor,5,6000000,09/11/23 14:35,"Raden Ajeng Kartini St, Bandung, Jawa Barat 94016"
156823,AA Batteries (4-pack),4,40000,09/08/23 10:39,"Raden Ajeng Kartini St, Cirebon, Jawa Barat 90001"
156824,AAA Batteries (4-pack),6,32000,09/01/23 17:09,"Gatot Subroto St, Jakarta, DKI Jakarta 02215"
156825,27in FHD Monitor,5,3000000,09/21/23 22:46,"Veteran St, Bandung, Jawa Barat 94016"
156826,Bose SoundSport Headphones,10,1500000,09/14/23 19:49,"Ir. H. Juanda St, Bandung, Jawa Barat 94016"
156827,Apple Airpods Headphones,2,2500000,09/05/23 16:28,"Jend. Ahmad Yani St, Bekasi, Jawa Barat 30301"
156828,iPhone,8,18000000,09/02/23 17:22,"Soekarno Hatta St, Semarang, Jawa Tengah 98101"
156828,Wired Headphones,10,150000,09/02/23 17:22,"Soekarno Hatta St, Semarang, Jawa Tengah 98101"
,,,,,
156829,Google Pixel,3,15000000,09/28/23 13:54,"H. Agus Salim St, Bandung, Jawa Barat 94016"
156830,27in FHD Monitor,5,3000000,09/17/23 20:05,"Panglima Polin St, Semarang, Jawa Tengah 98101"
156831,Lightning Charging Cable,6,30000,09/05/23 00:40,"Soekarno Hatta St, Cirebon, Jawa Barat 90001"
156832,Apple Airpods Headphones,10,2500000,09/30/23 20:07,"Panglima Polin St, Jakarta, DKI Jakarta 02215"
156833,AA Batteries (4-pack),1,40000,09/29/23 21:16,"Raden Ajeng Kartini St, Jakarta, DKI Jakarta 02215"
156834,Bose SoundSport Headphones,9,1500000,09/22/23 19:49,"Dewi Sartika St, Semarang, Jawa Tengah 98101"
156835,AA Batteries (4-pack),6,40000,09/21/23 19:07,"Gajah Mada St, Semarang, Jawa Tengah 98101"
156836,AAA Batteries (4-pack),1,32000,09/22/23 11:47,"Pahlawan St, Bogor, Jawa Barat 75001"
156837,AA Batteries (4-pack),9,40000,09/25/23 12:21,"Jend. Sudirman St, Bekasi, Jawa Barat 30301"
156838,Wired Headphones,8,150000,09/24/23 18:56,"Pangeran Diponegoro St, Bekasi, Jawa Barat 30301"
156839,AA Batteries (4-pack),7,40000,09/14/23 13:13,"Veteran St, Bandung, Jawa Barat 94016"
156840,Lightning Charging Cable,1,30000,09/09/23 16:36,"Pahlawan St, Bandung, Jawa Barat 94016"
156841,Apple Airpods Headphones,5,2500000,09/27/23 17:49,"Merdeka St, Jakarta, DKI Jakarta 02215"
156842,Wired Headphones,1,150000,09/13/23 13:17,"H. Agus Salim St, Bogor, Jawa Barat 75001"
156843,iPhone,9,18000000,09/23/23 07:58,"Asia Tenggara St, Cirebon, Jawa Barat 90001"
156844,AAA Batteries (4-pack),6,32000,09/26/23 10:32,"Merdeka St, Bogor, Jawa Barat 75001"
156845,iPhone,1,18000000,09/25/23 23:19,"Soekarno Hatta St, Cirebon, Jawa Barat 90001"
156846,Bose SoundSport Headphones,8,1500000,09/24/23 16:58,"Pemuda St, Bogor, Jawa Barat 75001"
156847,ThinkPad Laptop,8,15000000,09/03/23 18:55,"Merdeka St, Bogor, Jawa Barat 75001"
156848,USB-C Charging Cable,8,20000,09/12/23 23:40,"Pemuda St, Bekasi, Jawa Barat 30301"
156849,AAA Batteries (4-pack),2,32000,09/15/23 15:25,"Gajah Mada St, Cirebon, Jawa Barat 90001"
156850,AAA Batteries (4-pack),2,32000,09/23/23 05:25,"Soekarno Hatta St, Surabaya, Jawa Timur 97035"
156851,Lightning Charging Cable,1,30000,09/13/23 09:17,"Imam Bonjol St, Bandung, Jawa Barat 94016"
156852,Lightning Charging Cable,10,30000,09/14/23 18:21,"Pahlawan St, Bogor, Jawa Barat 75001"
156853,27in FHD Monitor,1,3000000,09/25/23 13:23,"H. Agus Salim St, Jakarta, DKI Jakarta 02215"
156853,Flatscreen TV,1,4000000,09/25/23 13:23,"H. Agus Salim St, Jakarta, DKI Jakarta 02215"
156854,USB-C Charging Cable,1,20000,09/28/23 16:00,"Asia Afrika St, Bandung, Jawa Barat 94016"
156855,AAA Batteries (4-pack),6,32000,09/07/23 20:29,"Kebon Sirih St, Tangerang, Banten 10001"
156856,USB-C Charging Cable,2,20000,09/03/23 16:24,"Pahlawan St, Jakarta, DKI Jakarta 02215"
156857,AA Batteries (4-pack),7,40000,09/08/23 17:22,"Veteran St, Cirebon, Jawa Barat 90001"
156858,ThinkPad Laptop,10,15000000,09/06/23 13:36,"H. Agus Salim St, Jakarta, DKI Jakarta 02215"
156859,Apple Airpods Headphones,7,2500000,09/07/23 17:31,"Pangeran Diponegoro St, Bandung, Jawa Barat 94016"
156859,Lightning Charging Cable,2,30000,09/07/23 17:31,"Pangeran Diponegoro St, Bandung, Jawa Barat 94016"
156860,USB-C Charging Cable,5,20000,09/19/23 08:56,"Merdeka St, Jakarta, DKI Jakarta 02215"
156861,Wired Headphones,7,150000,09/30/23 13:51,"M. H. Thamrin St, Jakarta, DKI Jakarta 02215"
156862,USB-C Charging Cable,6,20000,09/06/23 13:42,"Soekarno Hatta St, Cirebon, Jawa Barat 90001"
156863,Wired Headphones,1,150000,09/26/23 09:57,"Asia Tenggara St, Bogor, Jawa Barat 75001"
156864,USB-C Charging Cable,1,20000,09/08/23 09:26,"Pangeran Diponegoro St, Bogor, Jawa Barat 75001"
156865,AAA Batteries (4-pack),7,32000,09/10/23 11:13,"Pahlawan St, Bandung, Jawa Barat 94016"
156866,Bose SoundSport Headphones,1,1500000,09/16/23 19:48,"Jend. Sudirman St, Bandung, Jawa Barat 94016"
156867,Macbook Pro Laptop,6,26000000,09/21/23 17:17,"Dewi Sartika St, Bekasi, Jawa Barat 30301"
156868,AA Batteries (4-pack),9,40000,09/13/23 12:01,"Raden Ajeng Kartini St, Tangerang, Banten 10001"
156869,Wired Headphones,6,150000,09/05/23 13:43,"Gajah Mada St, Cirebon, Jawa Barat 90001"
156870,Wired Headphones,2,150000,09/20/23 07:57,"Soekarno Hatta St, Depok, Jawa Barat 73301"
156871,Apple Airpods Headphones,6,2500000,09/29/23 14:55,"Soekarno Hatta St, Bandung, Jawa Barat 94016"
156872,AAA Batteries (4-pack),4,32000,09/21/23 17:51,"Asia Afrika St, Depok, Jawa Barat 73301"
156873,27in 4K Gaming Monitor,7,6400000,09/19/23 22:56,"Hayam Wuruk St, Bandung, Jawa Barat 94016"
156874,27in 4K Gaming Monitor,1,6400000,09/16/23 18:28,"Pahlawan St, Cirebon, Jawa Barat 90001"
156875,Lightning Charging Cable,7,30000,09/14/23 13:26,"Asia Afrika St, Surabaya, Jawa Timur 97035"
156876,27in FHD Monitor,2,3000000,09/14/23 20:43,"Kebon Sirih St, Tangerang, Banten 10001"
156877,USB-C Charging Cable,9,20000,09/25/23 21:00,"Dewi Sartika St, Jakarta, DKI Jakarta 02215"
156878,20in Monitor,2,2000000,09/12/23 13:04,"Gajah Mada St, Semarang, Jawa Tengah 98101"
156879,Apple Airpods Headphones,10,2500000,09/30/23 12:48,"Imam Bonjol St, Cirebon, Jawa Barat 90001"
156880,Lightning Charging Cable,6,30000,09/16/23 09:29,"Hayam Wuruk St, Bekasi, Jawa Barat 30301"
156881,Lightning Charging Cable,7,30000,09/16/23 18:55,"Ir. H. Juanda St, Jakarta, DKI Jakarta 02215"
156882,27in FHD Monitor,5,3000000,09/04/23 20:50,"Ir. H. Juanda St, Bogor, Jawa Barat 75001"
156883,AA Batteries (4-pack),7,40000,09/10/23 10:51,"Ir. H. Juanda St, Jakarta, DKI Jakarta 02215"
156884,iPhone,10,18000000,09/21/23 06:13,"Pahlawan St, Cirebon, Jawa Barat 90001"
156885,Wired Headphones,2,150000,09/27/23 12:59,"Raden Ajeng Kartini St, Jakarta, DKI Jakarta 02215"
156886,AAA Batteries (4-pack),8,32000,09/05/23 14:42,"H. Agus Salim St, Tangerang, Banten 10001"
156887,Google Pixel,1,15000000,09/17/23 12:11,"H. Agus Salim St, Bandung, Jawa Barat 94016"
156887,20in Monitor,3,2000000,09/17/23 12:11,"H. Agus Salim St, Bandung, Jawa Barat 94016"
156888,20in Monitor,9,2000000,09/07/23 17:42,"Asia Tenggara St, Cirebon, Jawa Barat 90001"
156889,Apple Airpods Headphones,9,2500000,09/02/23 17:45,"Asia Tenggara St, Bekasi, Jawa Barat 30301"
156890,Lightning Charging Cable,4,30000,09/23/23 09:36,"Ir. H. Juanda St, Yogyakarta, DIY Yogyakarta 04101"
156890,AAA Batteries (4-pack),8,32000,09/23/23 09:36,"Ir. H. Juanda St, Yogyakarta, DIY Yogyakarta 04101"
156891,Wired Headphones,3,150000,09/09/23 20:09,"Ir. H. Juanda St, Bandung, Jawa Barat 94016"
156892,Wired Headphones,8,150000,09/27/23 12:26,"Dewi Sartika St, Bandung, Jawa Barat 94016"
156893,AA Batteries (4-pack),8,40000,09/16/23 18:04,"H. Agus Salim St, Jakarta, DKI Jakarta 02215"
156894,Wired Headphones,10,150000,09/01/23 23:46,"Hayam Wuruk St, Tangerang, Banten 10001"
156895,LG Dryer,2,9000000,09/07/23 22:51,"Pahlawan St, Bekasi, Jawa Barat 30301"
156896,iPhone,1,18000000,09/13/23 00:57,"Merdeka St, Jakarta, DKI Jakarta 02215"
156897,AAA Batteries (4-pack),10,32000,09/29/23 14:30,"Asia Tenggara St, Surabaya, Jawa Timur 97035"
156898,Lightning Charging Cable,7,30000,09/12/23 12:35,"M. H. Thamrin St, Jakarta, DKI Jakarta 02215"
156899,34in Ultrawide Monitor,2,6000000,09/10/23 14:54,"Jend. Ahmad Yani St, Bekasi, Jawa Barat 30301"
156900,Bose SoundSport Headphones,3,1500000,09/27/23 16:36,"Ir. H. Juanda St, Semarang, Jawa Tengah 98101"
156901,Macbook Pro Laptop,2,26000000,09/15/23 15:21,"Pahlawan St, Tangerang, Banten 10001"
156902,AAA Batteries (4-pack),8,32000,09/09/23 18:44,"Raden Ajeng Kartini St, Bandung, Jawa Barat 94016"
156903,USB-C Charging Cable,8,20000,09/06/23 19:35,"Dewi Sartika St, Depok, Jawa Barat 73301"
156904,Lightning Charging Cable,4,30000,09/12/23 21:11,"Panglima Polin St, Bandung, Jawa Barat 94016"
156905,27in FHD Monitor,2,3000000,09/13/23 20:26,"Jend. Sudirman St, Bandung, Jawa Barat 94016"
156905,AAA Batteries (4-pack),3,32000,09/13/23 20:26,"Jend. Sudirman St, Bandung, Jawa Barat 94016"
156906,34in Ultrawide Monitor,5,6000000,09/24/23 07:21,"Veteran St, Bekasi, Jawa Barat 30301"
156907,Lightning Charging Cable,6,30000,09/15/23 11:53,"Hayam Wuruk St, Semarang, Jawa Tengah 98101"
156908,iPhone,5,18000000,09/20/23 13:29,"Raden Ajeng Kartini St, Bandung, Jawa Barat 94016"
156908,Wired Headphones,4,150000,09/20/23 13:29,"Raden Ajeng Kartini St, Bandung, Jawa Barat 94016"
156909,Apple Airpods Headphones,3,2500000,09/27/23 14:00,"Soekarno Hatta St, Bekasi, Jawa Barat 30301"
156910,AAA Batteries (4-pack),2,32000,09/02/23 15:36,"Soekarno Hatta St, Bandung, Jawa Barat 94016"
156911,Wired Headphones,4,150000,09/07/23 09:55,"Pahlawan St, Bogor, Jawa Barat 75001"
156912,USB-C Charging Cable,9,20000,09/21/23 18:37,"Hayam Wuruk St, Jakarta, DKI Jakarta 02215"
156913,Lightning Charging Cable,1,30000,09/17/23 09:37,"Asia Tenggara St, Tangerang, Banten 10001"
156914,27in FHD Monitor,4,3000000,09/14/23 14:02,"Pahlawan St, Depok, Jawa Barat 73301"
156915,Bose SoundSport Headphones,5,1500000,09/25/23 23:30,"Jend. Sudirman St, Bogor, Jawa Barat 75001"
156916,iPhone,7,18000000,09/30/23 11:40,"Soekarno Hatta St, Bekasi, Jawa Barat 30301"
156916,Lightning Charging Cable,6,30000,09/30/23 11:40,"Soekarno Hatta St, Bekasi, Jawa Barat 30301"
156917,USB-C Charging Cable,3,20000,09/01/23 22:15,"Hayam Wuruk St, Jakarta, DKI Jakarta 02215"
156918,AAA Batteries (4-pack),5,32000,09/19/23 15:08,"Imam Bonjol St, Tangerang, Banten 10001"
156919,20in Monitor,8,2000000,09/10/23 11:55,"M. H. Thamrin St, Bogor, Jawa Barat 75001"
156920,USB-C Charging Cable,2,20000,09/24/23 08:08,"Asia Tenggara St, Bandung, Jawa Barat 94016"
156921,Wired Headphones,10,150000,09/01/23 14:33,"Soekarno Hatta St, Bandung, Jawa Barat 94016"
156922,Wired Headphones,10,150000,09/14/23 14:07,"Kebon Sirih St, Semarang, Jawa Tengah 98101"
156923,20in Monitor,8,2000000,09/06/23 13:37,"Dewi Sartika St, Bandung, Jawa Barat 94016"
156924,AA Batteries (4-pack),9,40000,09/11/23 12:02,"Soekarno Hatta St, Bogor, Jawa Barat 75001"
156925,Apple Airpods Headphones,1,2500000,09/20/23 11:34,"Gajah Mada St, Semarang, Jawa Tengah 98101"
156926,AAA Batteries (4-pack),4,32000,09/20/23 16:36,"Panglima Polin St, Bogor, Jawa Barat 75001"
156927,Wired Headphones,10,150000,09/20/23 13:28,"Pangeran Diponegoro St, Bekasi, Jawa Barat 30301"
156928,Bose SoundSport Headphones,7,1500000,09/20/23 18:30,"Gajah Mada St, Bogor, Jawa Barat 75001"
156929,Bose SoundSport Headphones,1,1500000,09/01/23 07:13,"Pemuda St, Jakarta, DKI Jakarta 02215"
